//µÀ¾ßID,µÀ¾ßÃû³Æ,ËùÐèÖ°Òµ,ËùÐèµÈ¼¶,ËùÐèÐÔ±ð,×îÐ¡ÎïÀí¹¥»÷,×î´óÎïÀí¹¥»÷,·ÀÓù,Ä§·¨·ÀÓù,×îÐ¡Ä§·¨¹¥»÷,×î´óÄ§·¨¹¥»÷,¶ã±Ü,×¼È·,µ±Ç°µþ¼ÓÊýÁ¿,×î´óµþ¼ÓÊýÁ¿,½Å±¾id,¼Û¸ñ,»ÃÊÞµ°¶ÔÓ¦id,ËµÃ÷
#id,name,req_profession,req_level,req_sex,attack_min,attack_max,defense,magic_defense,magic_attack_min,magic_attck_max,dodge,hitrate,amount,amount_limit,actionid,price,monster_type,info
111047,ÁúÒíÊ¥ºÛ,20,50,0,0,0,340,214,0,0,0,0,10000,10000,0,0,0,¼ò½é
111050,¶·Õ½ÃÔã¯,20,60,0,0,0,199,126,0,0,0,0,10000,10000,0,0,0,¼ò½é
111051,¶·Õ½ÃÔã¯,20,60,0,0,0,209,133,0,0,0,0,10000,10000,0,0,0,¼ò½é
111052,¶·Õ½ÃÔã¯,20,60,0,0,0,229,145,0,0,0,0,10000,10000,0,0,0,¼ò½é
111053,¶·Õ½ÃÔã¯,20,60,0,0,0,259,164,0,0,0,0,10000,10000,0,0,0,¼ò½é
111054,¶·Õ½ÃÔã¯,20,60,0,0,0,299,219,0,0,0,0,10000,10000,0,0,0,¼ò½é
111055,¶·Õ½ÃÔã¯,20,60,0,0,0,318,201,0,0,0,0,10000,10000,0,0,0,¼ò½é
111056,¶·Õ½ÃÔã¯,20,60,0,0,0,358,226,0,0,0,0,10000,10000,0,0,0,¼ò½é
111057,¶·Õ½ÃÔã¯,20,60,0,0,0,398,252,0,0,0,0,10000,10000,0,0,0,¼ò½é
111060,»Æ½ðËÞÓ¡,20,65,0,0,0,219,139,0,0,0,0,10000,10000,0,0,0,¼ò½é
111061,»Æ½ðËÞÓ¡,20,65,0,0,0,230,146,0,0,0,0,10000,10000,0,0,0,¼ò½é
111062,»Æ½ðËÞÓ¡,20,65,0,0,0,252,160,0,0,0,0,10000,10000,0,0,0,¼ò½é
111063,»Æ½ðËÞÓ¡,20,65,0,0,0,285,181,0,0,0,0,10000,10000,0,0,0,¼ò½é
111064,»Æ½ðËÞÓ¡,20,65,0,0,0,329,241,0,0,0,0,10000,10000,0,0,0,¼ò½é
111065,»Æ½ðËÞÓ¡,20,65,0,0,0,350,222,0,0,0,0,10000,10000,0,0,0,¼ò½é
111066,»Æ½ðËÞÓ¡,20,65,0,0,0,394,250,0,0,0,0,10000,10000,0,0,0,¼ò½é
111067,»Æ½ðËÞÓ¡,20,65,0,0,0,438,278,0,0,0,0,10000,10000,0,0,0,¼ò½é
111070,¿ñÈÈ±©¾ý,20,75,0,0,0,249,158,0,0,0,0,10000,10000,0,0,0,¼ò½é
111071,¿ñÈÈ±©¾ý,20,75,0,0,0,262,166,0,0,0,0,10000,10000,0,0,0,¼ò½é
111072,¿ñÈÈ±©¾ý,20,75,0,0,0,287,182,0,0,0,0,10000,10000,0,0,0,¼ò½é
111073,¿ñÈÈ±©¾ý,20,75,0,0,0,324,206,0,0,0,0,10000,10000,0,0,0,¼ò½é
111074,¿ñÈÈ±©¾ý,20,75,0,0,0,374,274,0,0,0,0,10000,10000,0,0,0,¼ò½é
111075,¿ñÈÈ±©¾ý,20,75,0,0,0,398,252,0,0,0,0,10000,10000,0,0,0,¼ò½é
111076,¿ñÈÈ±©¾ý,20,75,0,0,0,448,284,0,0,0,0,10000,10000,0,0,0,¼ò½é
111077,¿ñÈÈ±©¾ý,20,75,0,0,0,498,316,0,0,0,0,10000,10000,0,0,0,¼ò½é
111080,¿Ö¾åÊ×¼¶,20,80,0,0,0,275,174,0,0,0,0,10000,10000,0,0,0,¼ò½é
111081,¿Ö¾åÊ×¼¶,20,80,0,0,0,289,183,0,0,0,0,10000,10000,0,0,0,¼ò½é
111082,¿Ö¾åÊ×¼¶,20,80,0,0,0,317,201,0,0,0,0,10000,10000,0,0,0,¼ò½é
111083,¿Ö¾åÊ×¼¶,20,80,0,0,0,358,227,0,0,0,0,10000,10000,0,0,0,¼ò½é
111084,¿Ö¾åÊ×¼¶,20,80,0,0,0,413,302,0,0,0,0,10000,10000,0,0,0,¼ò½é
111085,¿Ö¾åÊ×¼¶,20,80,0,0,0,440,278,0,0,0,0,10000,10000,0,0,0,¼ò½é
111086,¿Ö¾åÊ×¼¶,20,80,0,0,0,495,313,0,0,0,0,10000,10000,0,0,0,¼ò½é
111087,¿Ö¾åÊ×¼¶,20,80,0,0,0,550,348,0,0,0,0,10000,10000,0,0,0,¼ò½é
111090,Ø¬ÃÎÖ®Ê×,20,85,0,0,0,302,191,0,0,0,0,10000,10000,0,0,0,¼ò½é
111091,Ø¬ÃÎÖ®Ê×,20,85,0,0,0,318,201,0,0,0,0,10000,10000,0,0,0,¼ò½é
111092,Ø¬ÃÎÖ®Ê×,20,85,0,0,0,348,220,0,0,0,0,10000,10000,0,0,0,¼ò½é
111093,Ø¬ÃÎÖ®Ê×,20,85,0,0,0,393,249,0,0,0,0,10000,10000,0,0,0,¼ò½é
111094,Ø¬ÃÎÖ®Ê×,20,85,0,0,0,453,331,0,0,0,0,10000,10000,0,0,0,¼ò½é
111095,Ø¬ÃÎÖ®Ê×,20,85,0,0,0,483,305,0,0,0,0,10000,10000,0,0,0,¼ò½é
111096,Ø¬ÃÎÖ®Ê×,20,85,0,0,0,543,343,0,0,0,0,10000,10000,0,0,0,¼ò½é
111097,Ø¬ÃÎÖ®Ê×,20,85,0,0,0,604,382,0,0,0,0,10000,10000,0,0,0,¼ò½é
111100,ÁèÏöÒí¿ø,20,99,0,0,0,394,250,0,0,0,0,10000,10000,0,0,0,¼ò½é
111101,ÁèÏöÒí¿ø,20,99,0,0,0,414,263,0,0,0,0,10000,10000,0,0,0,¼ò½é
111102,ÁèÏöÒí¿ø,20,99,0,0,0,454,288,0,0,0,0,10000,10000,0,0,0,¼ò½é
111103,ÁèÏöÒí¿ø,20,99,0,0,0,513,325,0,0,0,0,10000,10000,0,0,0,¼ò½é
111104,ÁèÏöÒí¿ø,20,99,0,0,0,591,375,0,0,0,0,10000,10000,0,0,0,¼ò½é
111105,ÁèÏöÒí¿ø,20,99,0,0,0,630,400,0,0,0,0,10000,10000,0,0,0,¼ò½é
111106,ÁèÏöÒí¿ø,20,99,0,0,0,709,450,0,0,0,0,10000,10000,0,0,0,¼ò½é
111107,ÁèÏöÒí¿ø,20,99,0,0,0,788,500,0,0,0,0,10000,10000,0,0,0,¼ò½é
111110,ÎäÉñ±¦¿ø,20,120,0,0,0,533,338,0,0,0,0,10000,10000,0,0,0,¼ò½é
111111,ÎäÉñ±¦¿ø,20,120,0,0,0,560,355,0,0,0,0,10000,10000,0,0,0,¼ò½é
111112,ÎäÉñ±¦¿ø,20,120,0,0,0,613,389,0,0,0,0,10000,10000,0,0,0,¼ò½é
111113,ÎäÉñ±¦¿ø,20,120,0,0,0,693,439,0,0,0,0,10000,10000,0,0,0,¼ò½é
111114,ÎäÉñ±¦¿ø,20,120,0,0,0,800,507,0,0,0,0,10000,10000,0,0,0,¼ò½é
111115,ÎäÉñ±¦¿ø,20,120,0,0,0,852,540,0,0,0,0,10000,10000,0,0,0,¼ò½é
111116,ÎäÉñ±¦¿ø,20,120,0,0,0,959,608,0,0,0,0,10000,10000,0,0,0,¼ò½é
111117,ÎäÉñ±¦¿ø,20,120,0,0,0,1066,676,0,0,0,0,10000,10000,0,0,0,¼ò½é
111300,¼ÇÒäËéÆ¬,20,5,0,0,0,18,11,0,0,0,0,10000,10000,0,0,0,¼ò½é
111350,Âù×åÊ×Áé,20,11,0,0,0,38,23,0,0,0,0,10000,10000,0,0,0,¼ò½é
111400,¾ÅÒ«ÓùÀ×,20,20,0,0,0,67,42,0,0,0,0,10000,10000,0,0,0,¼ò½é
121000,º³À×Õ½·û,20,25,0,87,97,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121001,º³À×Õ½·û,20,25,0,91,102,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121002,º³À×Õ½·û,20,25,0,100,112,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121003,º³À×Õ½·û,20,25,0,113,126,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121004,º³À×Õ½·û,20,25,0,130,145,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121005,º³À×Õ½·û,20,25,0,139,155,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121006,º³À×Õ½·û,20,25,0,156,174,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121007,º³À×Õ½·û,20,25,0,174,194,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121010,Ë®ÉñÕ½·û,20,33,0,114,126,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121011,Ë®ÉñÕ½·û,20,33,0,120,132,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121012,Ë®ÉñÕ½·û,20,33,0,131,145,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121013,Ë®ÉñÕ½·û,20,33,0,148,164,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121014,Ë®ÉñÕ½·û,20,33,0,171,189,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121015,Ë®ÉñÕ½·û,20,33,0,182,201,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121016,Ë®ÉñÕ½·û,20,33,0,205,226,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121017,Ë®ÉñÕ½·û,20,33,0,228,252,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121020,ÕæÀíÕ½·û,20,39,0,134,149,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121021,ÕæÀíÕ½·û,20,39,0,141,156,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121022,ÕæÀíÕ½·û,20,39,0,154,171,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121023,ÕæÀíÕ½·û,20,39,0,174,194,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121024,ÕæÀíÕ½·û,20,39,0,201,223,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121025,ÕæÀíÕ½·û,20,39,0,214,238,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121026,ÕæÀíÕ½·û,20,39,0,241,268,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121026,ÕæÀíÕ½·û,20,39,0,268,298,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121030,º®±ùÕ½·û,20,45,0,155,172,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121031,º®±ùÕ½·û,20,45,0,163,181,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121032,º®±ùÕ½·û,20,45,0,178,198,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121033,º®±ùÕ½·û,20,45,0,201,224,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121034,º®±ùÕ½·û,20,45,0,232,258,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121035,º®±ùÕ½·û,20,45,0,248,275,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121036,º®±ùÕ½·û,20,45,0,279,309,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121037,º®±ùÕ½·û,20,45,0,310,344,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121040,»ðÍ«Õ½·û,20,54,0,186,206,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121041,»ðÍ«Õ½·û,20,54,0,195,216,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121042,»ðÍ«Õ½·û,20,54,0,214,237,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121043,»ðÍ«Õ½·û,20,54,0,142,268,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121044,»ðÍ«Õ½·û,20,54,0,279,309,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121045,»ðÍ«Õ½·û,20,54,0,294,329,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121046,»ðÍ«Õ½·û,20,54,0,334,370,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121047,»ðÍ«Õ½·û,20,54,0,372,412,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121050,·âÓ¡Õ½·û,20,60,0,207,229,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121051,·âÓ¡Õ½·û,20,60,0,217,240,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121052,·âÓ¡Õ½·û,20,60,0,238,263,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121053,·âÓ¡Õ½·û,20,60,0,269,298,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121054,·âÓ¡Õ½·û,20,60,0,310,343,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121055,·âÓ¡Õ½·û,20,60,0,331,366,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121056,·âÓ¡Õ½·û,20,60,0,372,412,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121057,·âÓ¡Õ½·û,20,60,0,414,458,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121060,°×ÈÈÕ½·û,20,69,0,237,263,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121061,°×ÈÈÕ½·û,20,69,0,249,276,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121062,°×ÈÈÕ½·û,20,69,0,273,302,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121063,°×ÈÈÕ½·û,20,69,0,308,342,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121064,°×ÈÈÕ½·û,20,69,0,355,394,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121065,°×ÈÈÕ½·û,20,69,0,379,420,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121066,°×ÈÈÕ½·û,20,69,0,426,473,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121067,°×ÈÈÕ½·û,20,69,0,474,526,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121070,³àÐÄÕ½·û,20,75,0,258,286,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121071,³àÐÄÕ½·û,20,75,0,271,300,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121072,³àÐÄÕ½·û,20,75,0,297,329,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121073,³àÐÄÕ½·û,20,75,0,338,372,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121074,³àÐÄÕ½·û,20,75,0,387,429,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121075,³àÐÄÕ½·û,20,75,0,412,457,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121076,³àÐÄÕ½·û,20,75,0,464,514,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121077,³àÐÄÕ½·û,20,75,0,516,572,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121080,ÖËÈÕÕ½·û,20,85,0,312,345,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121081,ÖËÈÕÕ½·û,20,85,0,328,362,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121082,ÖËÈÕÕ½·û,20,85,0,359,397,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121083,ÖËÈÕÕ½·û,20,85,0,406,448,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121084,ÖËÈÕÕ½·û,20,85,0,468,517,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121085,ÖËÈÕÕ½·û,20,85,0,499,552,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121086,ÖËÈÕÕ½·û,20,85,0,561,621,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121087,ÖËÈÕÕ½·û,20,85,0,424,690,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121090,ºÚÔÂÕ½·û,20,91,0,353,392,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121091,ºÚÔÂÕ½·û,20,91,0,371,411,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121092,ºÚÔÂÕ½·û,20,91,0,406,450,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121093,ºÚÔÂÕ½·û,20,91,0,459,308,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121094,ºÚÔÂÕ½·û,20,91,0,529,586,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121095,ºÚÔÂÕ½·û,20,91,0,564,625,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121096,ºÚÔÂÕ½·û,20,91,0,635,703,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121097,ºÚÔÂÕ½·û,20,91,0,726,782,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121100,»Ô»ÍÕ½·û,20,100,0,416,459,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121101,»Ô»ÍÕ½·û,20,100,0,436,482,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121102,»Ô»ÍÕ½·û,20,100,0,478,528,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121103,»Ô»ÍÕ½·û,20,100,0,540,597,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121104,»Ô»ÍÕ½·û,20,100,0,623,689,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121105,»Ô»ÍÕ½·û,20,100,0,665,734,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121106,»Ô»ÍÕ½·û,20,100,0,748,826,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121107,»Ô»ÍÕ½·û,20,100,0,832,918,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121110,Å­À×Õ½·û,20,120,0,552,610,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121111,Å­À×Õ½·û,20,120,0,580,641,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121112,Å­À×Õ½·û,20,120,0,635,702,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121113,Å­À×Õ½·û,20,120,0,718,793,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121114,Å­À×Õ½·û,20,120,0,828,915,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121115,Å­À×Õ½·û,20,120,0,883,976,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121116,Å­À×Õ½·û,20,120,0,993,1098,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121117,Å­À×Õ½·û,20,120,0,1104,1220,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121300,¶ñ¹íÕ½·û,20,6,0,21,24,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121350,×¨ºáÕ½·û,20,12,0,45,47,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
121400,¿ñ±©Õ½·û,20,16,0,56,62,0,0,0,0,0,0,10000,10000,0,0,0,¼ò½é
131000,Ëø»·¼×,20,15,0,0,0,85,53,0,0,0,0,10000,10000,0,0,0,¼ò½é
131001,Ëø»·¼×,20,15,0,0,0,90,56,0,0,0,0,10000,10000,0,0,0,¼ò½é
131002,Ëø»·¼×,20,15,0,0,0,98,61,0,0,0,0,10000,10000,0,0,0,¼ò½é
131003,Ëø»·¼×,20,15,0,0,0,111,69,0,0,0,0,10000,10000,0,0,0,¼ò½é
131004,Ëø»·¼×,20,15,0,0,0,128,92,0,0,0,0,10000,10000,0,0,0,¼ò½é
131005,Ëø»·¼×,20,15,0,0,0,136,84,0,0,0,0,10000,10000,0,0,0,¼ò½é
131006,Ëø»·¼×,20,15,0,0,0,153,95,0,0,0,0,10000,10000,0,0,0,¼ò½é
131007,Ëø»·¼×,20,15,0,0,0,170,106,0,0,0,0,10000,10000,0,0,0,¼ò½é
131010,Çá¸Ö¼×,20,25,0,0,0,140,88,0,0,0,0,10000,10000,0,0,0,¼ò½é
131011,Çá¸Ö¼×,20,25,0,0,0,147,93,0,0,0,0,10000,10000,0,0,0,¼ò½é
131012,Çá¸Ö¼×,20,25,0,0,0,161,102,0,0,0,0,10000,10000,0,0,0,¼ò½é
131013,Çá¸Ö¼×,20,25,0,0,0,182,115,0,0,0,0,10000,10000,0,0,0,¼ò½é
131014,Çá¸Ö¼×,20,25,0,0,0,210,153,0,0,0,0,10000,10000,0,0,0,¼ò½é
131015,Çá¸Ö¼×,20,25,0,0,0,224,140,0,0,0,0,10000,10000,0,0,0,¼ò½é
131016,Çá¸Ö¼×,20,25,0,0,0,252,158,0,0,0,0,10000,10000,0,0,0,¼ò½é
131017,Çá¸Ö¼×,20,25,0,0,0,280,176,0,0,0,0,10000,10000,0,0,0,¼ò½é
131020,¿¨À¼ÐØ¼×,20,35,0,0,0,195,123,0,0,0,0,10000,10000,0,0,0,¼ò½é
131021,¿¨À¼ÐØ¼×,20,35,0,0,0,205,130,0,0,0,0,10000,10000,0,0,0,¼ò½é
131022,¿¨À¼ÐØ¼×,20,35,0,0,0,225,142,0,0,0,0,10000,10000,0,0,0,¼ò½é
131023,¿¨À¼ÐØ¼×,20,35,0,0,0,254,160,0,0,0,0,10000,10000,0,0,0,¼ò½é
131024,¿¨À¼ÐØ¼×,20,35,0,0,0,293,213,0,0,0,0,10000,10000,0,0,0,¼ò½é
131025,¿¨À¼ÐØ¼×,20,35,0,0,0,312,196,0,0,0,0,10000,10000,0,0,0,¼ò½é
131026,¿¨À¼ÐØ¼×,20,35,0,0,0,351,221,0,0,0,0,10000,10000,0,0,0,¼ò½é
131027,¿¨À¼ÐØ¼×,20,35,0,0,0,390,246,0,0,0,0,10000,10000,0,0,0,¼ò½é
131030,ÆïÊ¿¸Ö¼×,20,45,0,0,0,250,158,0,0,0,0,10000,10000,0,0,0,¼ò½é
