//怪物id,怪物名称,ai类型,外观,等级,生命,魔法,最小攻击,最大攻击,防御,躲避,可视范围,攻击速度,移动速度,掉落道具组,幻兽类型[ 1.战士 2.法师 3.未知 4.法师+骑宠 5.战士+骑宠 6],死亡触发脚本ID
#id,name,ai,lookface,level,life,mana,attack_min,attack_max,defense,dodge,range,attack_speed,move_speed,drop_group,eudemon_type,die_scripte_id
2002,17级绿魔精,1,408,17,10600,0,220,244,0,33,10,1000,1000,2,0,0
2003,18级绿魔精,1,408,18,12720,0,252,278,0,33,10,1000,1000,2,0,0
2011,21级杰克灯笼,1,405,21,17536,0,189,209,0,33,10,1000,1000,2,0,0
2012,22级杰克灯笼,1,405,22,21920,0,220,244,0,33,10,1000,1000,2,0,0
2013,23级杰克灯笼,1,405,23,26304,0,252,278,0,33,10,1000,1000,2,0,0
2021,26级冰妖剑士,1,426,26,24384,0,333,368,0,33,10,1000,1000,2,0,0
2022,27级冰妖剑士,1,426,27,30480,0,389,430,0,33,10,1000,1000,2,0,0
2023,28级冰妖剑士,1,426,28,36576,0,444,491,0,33,10,1000,1000,2,0,0
2031,28级沼泽招魂使,1,420,28,24768,0,335,371,0,46,10,1000,1000,2,0,0
2032,29级沼泽招魂使,1,420,29,30960,0,391,432,0,46,10,1000,1000,2,0,0
2033,30级沼泽招魂使,1,420,30,37152,0,447,494,0,46,10,1000,1000,2,0,0
2041,31级提风,1,424,31,23760,0,378,417,0,57,10,1000,1000,2,0,0
2042,32级提风,1,424,32,29700,0,440,487,0,57,10,1000,1000,2,0,0
2043,33级提风,1,424,33,35640,0,503,556,0,57,10,1000,1000,2,0,0
3001,36级望齿魔人,1,428,36,29400,0,457,505,0,57,10,1000,1000,2,0,0
3002,37级望齿魔人,1,428,37,36750,0,533,589,0,61,10,1000,1000,2,0,0
3003,38级望齿魔人,1,428,38,44100,0,609,673,0,61,10,1000,1000,2,0,0
3011,41级巴洛骨,1,436,41,42675,0,497,549,0,63,10,1000,1000,2,0,0
3012,42级巴洛骨,1,436,42,53344,0,580,641,0,63,10,1000,1000,2,0,0
3013,43级巴洛骨,1,436,43,64013,0,663,732,0,63,10,1000,1000,2,0,0
3021,46级角蜥,1,432,46,51075,0,614,679,0,67,10,1000,1000,2,0,0
3022,47级角蜥,1,432,47,63844,0,717,792,0,67,10,1000,1000,2,0,0
3023,48级角蜥,1,432,48,65535,0,819,905,0,67,10,1000,1000,2,0,0
3031,51级骑士亡魂,1,425,51,52200,0,660,730,0,72,10,1000,1000,2,0,0
3032,52级骑士亡魂,1,425,52,65250,0,770,851,0,72,10,1000,1000,2,0,0
3033,53级骑士亡魂,1,425,53,65535,0,880,973,0,72,10,1000,1000,2,0,0
3041,53级塔亚龙,1,441,53,56475,0,663,732,0,72,10,1000,1000,2,0,0
3042,54级塔亚龙,1,441,54,65535,0,773,854,0,72,10,1000,1000,2,0,0
3043,55级塔亚龙,1,441,55,65535,0,883,976,0,72,10,1000,1000,2,0,0
7011,56级死神战将,1,430,56,59550,0,744,822,0,73,10,1000,1000,2,0,0
7012,57级死神战将,1,430,57,65535,0,868,959,0,73,10,1000,1000,2,0,0
7013,58级死神战将,1,430,58,65535,0,991,1096,0,73,10,1000,1000,2,0,0
7021,61级招魂使,1,420,61,65535,0,805,890,0,83,10,1000,1000,2,0,0
7022,62级招魂使,1,420,62,65535,0,940,1039,0,83,10,1000,1000,2,0,0
7023,63级招魂使,1,420,63,65535,0,1074,1187,0,83,10,1000,1000,2,0,0
7031,66级死亡骑士,1,429,66,65535,0,864,955,0,87,10,1000,1000,2,0,0
7032,67级死亡骑士,1,429,67,65535,0,1008,1115,0,87,10,1000,1000,2,0,0
7033,68级死亡骑士,1,429,68,65535,0,1152,1274,0,87,10,1000,1000,2,0,0
7041,71级黑翼法师,1,442,71,65535,0,952,1053,0,94,10,1000,1000,2,0,0
7042,72级黑翼法师,1,442,72,65535,0,1111,1228,0,94,10,1000,1000,2,0,0
7043,73级黑翼法师,1,442,73,65535,0,1270,1404,0,94,10,1000,1000,2,0,0
5011,71级鱼妖,1,418,71,65535,0,952,1053,0,94,10,1000,1000,2,0,0
5012,72级鱼妖,1,418,72,65535,0,1111,1228,0,94,10,1000,1000,2,0,0
5013,73级鱼妖,1,418,73,65535,0,1270,1404,0,94,10,1000,1000,2,0,0
5021,75级恐兽,1,401,75,65535,0,1025,1133,0,98,10,1000,1000,2,0,0
5022,76级恐兽,1,401,76,65535,0,1196,1322,0,98,10,1000,1000,2,0,0
5023,77级恐兽,1,401,77,65535,0,1366,1510,0,98,10,1000,1000,2,0,0
5031,81级巨斧怪,1,419,81,65535,0,1092,1092,0,108,10,1000,1000,2,0,0
5032,82级巨斧怪,1,419,82,65535,0,1274,1408,0,108,10,1000,1000,2,0,0
5033,83级巨斧怪,1,419,83,65535,0,1456,1609,0,108,10,1000,1000,2,0,0
4011,76级雪山矮猿,1,422,76,65535,0,1025,1133,0,98,10,1000,1000,2,0,0
4012,77级雪山矮猿,1,422,77,65535,0,1196,1322,0,98,10,1000,1000,2,0,0
4013,78级雪山矮猿,1,422,78,65535,0,1366,1510,0,98,10,1000,1000,2,0,0
4021,81级冰原,1,416,81,65535,0,1092,1207,0,108,10,1000,1000,2,0,0
4022,82级冰原,1,416,82,65535,0,1274,1274,0,108,10,1000,1000,2,0,0
4023,83级冰原,1,416,73,65535,0,1456,1609,0,108,10,1000,1000,2,0,0
4031,86级冰雪巨人,1,421,86,65535,0,1264,1397,0,112,10,1000,1000,2,0,0
4032,87级冰雪巨人,1,421,87,65535,0,1475,1630,0,112,10,1000,1000,2,0,0
4033,88级冰雪巨人,1,421,88,65535,0,1686,1863,0,112,10,1000,1000,2,0,0
4041,91级守卫者,1,443,91,65535,0,1310,1448,0,114,10,1000,1000,2,0,0
4042,92级守卫者,1,443,92,65535,0,1528,1689,0,114,10,1000,1000,2,0,0
4043,93级守卫者,1,443,93,65535,0,1747,1931,0,114,10,1000,1000,2,0,0
6011,86级刺虫人,1,404,86,65535,0,1264,1397,0,112,10,1000,1000,2,0,0
6012,87级刺虫人,1,404,87,65535,0,1475,1630,0,112,10,1000,1000,2,0,0
6013,88级刺虫人,1,404,88,65535,0,1686,1863,0,112,10,1000,1000,2,0,0
6021,91级四牙怪,1,448,91,65535,0,1310,1448,0,114,10,1000,1000,2,0,0
6022,92级四牙怪,1,448,92,65535,0,1528,1689,0,114,10,1000,1000,2,0,0
6023,93级四牙怪,1,448,93,65535,0,1747,1931,0,114,10,1000,1000,2,0,0
6031,96级炎女,1,446,96,65535,0,1433,1584,0,118,10,1000,1000,2,0,0
6032,97级炎女,1,446,97,65535,0,1672,1848,0,118,10,1000,1000,2,0,0
6033,98级炎女,1,446,98,65535,0,1911,2112,0,118,10,1000,1000,2,0,0
//--蜘蛛皇后,,,,,,,,,,,,,,,,
40001,蜘蛛皇后艾达,1,412,80,65535,0,910,1006,0,73,10,1000,1000,3,0,0
40002,蜘蛛,1,412,50,26100,0,550,608,0,73,10,1000,1000,3,0,0
40003,爆焱火龙康恩,1,445,38,17100,0,136,168,0,57,10,1000,1000,3,0,0
40004,呖风火龙兽,1,445,28,17100,0,112,135,0,42,10,1000,1000,3,0,0
//,巨锤双头魔,,,,,,,,,,,,,,,
//,幽冥傀儡,,,,,,,,,,,,,,,
5500,暗黑弥塞亚,1,467,120,65535,0,1272,1399,0,130,10,1000,1000,0,0,0
//,,,,,,,,,,,,,,,,
//幻兽,,,,,,,,,,,,,,,,
71200,法师魔攻型,1,200,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71201,法师魔攻型,1,203,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71202,法师魔攻型,1,204,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71020,战士攻防型,1,120,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71021,战士攻防型,1,121,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71022,战士攻防型,1,122,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71050,物防魔防型,1,150,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71051,物防魔防型,1,151,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71052,物防魔防型,1,152,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71030,战士攻血型,1,130,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71031,战士攻血型,1,131,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71032,战士攻血型,1,132,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71260,法师魔防物防型,1,260,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71261,法师魔防物防型,1,261,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71262,法师魔防物防型,1,262,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71250,法师魔攻物防型,1,250,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71251,法师魔攻物防型,1,251,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71252,法师魔攻物防型,1,252,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71240,法师魔防型,1,240,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71241,法师魔防型,1,241,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71242,法师魔防型,1,242,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71230,无翼者吉丝,1,475,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71231,无翼者吉丝,1,475,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71232,无翼者吉丝,1,475,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71220,法师攻防型,1,220,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71221,法师攻防型,1,221,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71222,法师攻防型,1,222,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71010,战士物防型,1,110,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71011,战士物防型,1,111,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71012,战士物防型,1,112,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71000,战士物攻型,1,100,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71001,战士物攻型,1,101,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71002,战士物攻型,1,102,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71060,撼地者吉鲁,1,473,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71061,撼地者吉鲁,1,473,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71062,撼地者吉鲁,1,473,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71700,守护者奥斯汀,1,286,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71701,守护者奥斯汀,1,286,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71702,守护者奥斯汀,1,286,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71710,眺望者菲拉娜,1,287,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71711,眺望者菲拉娜,1,287,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71712,眺望者菲拉娜,1,287,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71720,赐予者艾登,1,292,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71721,赐予者艾登,1,292,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71722,赐予者艾登,1,292,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71730,庇佑者莉迪亚,1,293,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71731,庇佑者莉迪亚,1,293,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71732,庇佑者莉迪亚,1,293,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71990,奇异兽O型,1,456,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71991,奇异兽O型,1,456,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71992,奇异兽O型,1,456,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71980,奇异兽XO型,1,294,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71981,奇异兽XO型,1,294,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71982,奇异兽XO型,1,294,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71960,神影兽XO型,1,349,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71961,神影兽XO型,1,349,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71962,神影兽XO型,1,349,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71970,神影兽O型,1,363,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71971,神影兽O型,1,363,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71972,神影兽O型,1,363,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71400,调皮鬼吉比,1,295,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71401,调皮鬼吉比,1,295,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71402,调皮鬼吉比,1,295,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71410,开心果娜娜,1,296,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71411,开心果娜娜,1,296,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71412,开心果娜娜,1,296,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71500,瞌睡虫皮皮,1,295,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71501,瞌睡虫皮皮,1,295,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71502,瞌睡虫皮皮,1,295,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71510,小机灵佩佩,1,296,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71511,小机灵佩佩,1,296,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71512,小机灵佩佩,1,296,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71070,奇迹之龙格罗,1,182,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71071,奇迹之龙格罗,1,183,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71072,奇迹之龙格罗,1,184,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71090,圣天使奈丽,1,291,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71091,圣天使奈丽,1,291,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71092,圣天使奈丽,1,291,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71080,圣天使雷斯,1,290,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71081,圣天使雷斯,1,290,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71082,圣天使雷斯,1,290,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71800,雷霆追风兽,1,800,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71801,雷霆追风兽,1,801,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71802,雷霆追风兽,1,802,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71810,烈焰奔腾兽,1,810,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71811,烈焰奔腾兽,1,811,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71812,烈焰奔腾兽,1,812,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71420,吉祥噜噜,1,298,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71421,吉祥噜噜,1,298,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71422,吉祥噜噜,1,298,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71520,如意嘟嘟,1,297,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71521,如意嘟嘟,1,297,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71522,如意嘟嘟,1,297,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71430,狂战士康恩,1,162,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71431,狂战士康恩,1,162,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71432,狂战士康恩,1,162,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71530,影法师莉丝,1,201,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71531,影法师莉丝,1,201,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71532,影法师莉丝,1,201,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71820,雪羽御风兽,1,820,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71821,雪羽御风兽,1,821,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71822,雪羽御风兽,1,822,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71830,火舞流炎兽,1,830,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71831,火舞流炎兽,1,831,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71832,火舞流炎兽,1,832,100,0,0,0,0,0,0,2,1000,1000,0,5,0
79450,旭日神使凯恩,1,288,100,0,0,0,0,0,0,2,1000,1000,0,1,0
79451,旭日神使凯恩,1,288,100,0,0,0,0,0,0,2,1000,1000,0,1,0
79452,旭日神使凯恩,1,288,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71550,旭日神使凯特,1,316,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71551,旭日神使凯特,1,316,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71552,旭日神使凯特,1,316,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71840,雷角洪荒兽,1,840,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71841,雷角洪荒兽,1,841,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71842,雷角洪荒兽,1,842,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71850,雷角风牙兽,1,851,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71851,雷角风牙兽,1,852,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71852,雷角风牙兽,1,852,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71460,玫瑰歌者雪瑞,1,289,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71461,玫瑰歌者雪瑞,1,289,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71462,玫瑰歌者雪瑞,1,289,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71560,玫瑰歌者雪莱,1,317,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71561,玫瑰歌者雪莱,1,317,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71562,玫瑰歌者雪莱,1,317,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71440,风暴魂索尔,1,300,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71441,风暴魂索尔,1,300,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71442,风暴魂索尔,1,300,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71540,雷火魂派克,1,310,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71541,雷火魂派克,1,311,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71542,雷火魂派克,1,312,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71860,奇迹之怒泰瑞,1,860,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71861,奇迹之怒泰瑞,1,861,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71862,奇迹之怒泰瑞,1,862,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71470,骑士凯隆,1,318,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71471,骑士凯隆,1,318,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71472,骑士凯隆,1,318,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71480,骑士朵朵,1,319,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71481,骑士朵朵,1,319,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71482,骑士朵朵,1,319,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71570,骑士莎菲,1,320,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71571,骑士莎菲,1,320,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71572,骑士莎菲,1,320,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71580,骑士飞飞,1,321,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71581,骑士飞飞,1,321,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71582,骑士飞飞,1,321,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71870,吉祥圣诞鹿,1,870,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71871,吉祥圣诞鹿,1,871,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71872,吉祥圣诞鹿,1,872,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71210,孤星蒂娜亚,1,233,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71211,孤星蒂娜亚,1,234,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71212,孤星蒂娜亚,1,235,100,0,0,0,0,0,0,6,1000,1000,0,2,0
71040,双星拉尼亚,1,230,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71041,双星拉尼亚,1,231,100,0,0,0,0,0,0,2,1000,1000,0,1,0
71042,双星拉尼亚,1,232,100,0,0,0,0,0,0,2,1000,1000,0,1,0
73990,狮心战骑.菲力,1,1506,100,0,0,0,0,0,0,2,1000,1000,0,5,0
73991,狮心战骑.菲力,1,1506,100,0,0,0,0,0,0,2,1000,1000,0,5,0
73992,狮心战骑.菲力,1,1506,100,0,0,0,0,0,0,2,1000,1000,0,5,0
73970,咩咩羊诺瓦,1,2012,100,0,0,0,0,0,0,2,1000,1000,0,5,0
73971,咩咩羊诺瓦,1,2012,100,0,0,0,0,0,0,2,1000,1000,0,5,0
73972,咩咩羊诺瓦,1,2012,100,0,0,0,0,0,0,2,1000,1000,0,5,0
73980,羊咩咩妮莫,1,2013,100,0,0,0,0,0,0,2,1000,1000,0,4,0
73981,羊咩咩妮莫,1,2013,100,0,0,0,0,0,0,2,1000,1000,0,4,0
73982,羊咩咩妮莫,1,2013,100,0,0,0,0,0,0,2,1000,1000,0,4,0
72510,炫光黄金马索拉,1,1997,100,0,0,0,0,0,0,2,1000,1000,0,5,0
72511,炫光黄金马索拉,1,1997,100,0,0,0,0,0,0,2,1000,1000,0,5,0
72512,炫光黄金马索拉,1,1997,100,0,0,0,0,0,0,2,1000,1000,0,5,0
72520,星痕水晶马露娜,1,1998,100,0,0,0,0,0,0,2,1000,1000,0,4,0
72521,星痕水晶马露娜,1,1998,100,0,0,0,0,0,0,2,1000,1000,0,4,0
72522,星痕水晶马露娜,1,1998,100,0,0,0,0,0,0,2,1000,1000,0,4,0
72050,烈焰德拉贡,1,1970,100,0,0,0,0,0,0,2,1000,1000,0,5,0
72051,烈焰德拉贡,1,1971,100,0,0,0,0,0,0,2,1000,1000,0,5,0
72052,烈焰德拉贡,1,1972,100,0,0,0,0,0,0,2,1000,1000,0,5,0
72150,霜翼维沙吉,1,1980,100,0,0,0,0,0,0,2,1000,1000,0,4,0
72151,霜翼维沙吉,1,1981,100,0,0,0,0,0,0,2,1000,1000,0,4,0
72152,霜翼维沙吉,1,1982,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71880,黑曜魔风兽,1,880,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71881,黑曜魔风兽,1,881,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71882,黑曜魔风兽,1,882,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71890,赤焰圣歌兽,1,890,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71891,赤焰圣歌兽,1,891,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71892,赤焰圣歌兽,1,892,100,0,0,0,0,0,0,2,1000,1000,0,4,0
71790,独角寒冰兽,1,817,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71791,独角寒冰兽,1,817,100,0,0,0,0,0,0,2,1000,1000,0,5,0
71792,独角寒冰兽,1,817,100,0,0,0,0,0,0,2,1000,1000,0,5,0
